movie_title,title,review,rating,helpful,total,date
The Avengers," like
","From head to tail! All kinds of fun! All kinds of power! Donny's big eyes, all kinds of complaints! Hock naked and cute, you are a god I fall! Hammer brother and shake Sen to make gay side ray! That's awesome! Jeremy eagle - eyed and handsome! Scari, the sexy goddess, has a good trick and a good hand! Captain America's ass and chest match 3 D effect to explode watch!",7,0,0,27 March 2020
Black Swan," like
","Black and white in the film as if a cold psychological perspective. The girl's transformation, emotional entanglement, self-seeking or the distortion of the soul, all the desire to talk and stop the suspense are hidden behind the black and white intertwined. Although characterized as a suspense film, but no cross-border thriller, Zhang Chi degree of the plot accompanied by high and wonderful background music, with the viewer gradually into the abyss of the story. Black and white illusion, light and shadow vertical and horizontal, when the wings of the black swan out of the cocoon, when the spread of blood, when Tchaikovsky's 'Swan Lake' sounded, this transformation and rebirth dance ended.",7,0,0,23 April 2020
Catch Me If You Can," like
","In the morning saw the cat and mouse game, in the afternoon saw the new money grab husband and wife. The cat-and-mouse game of Leonardo's parents and the newly robbed husband and wife of the Kincare, it is very different, very touching. But the stars are a bit of a low point of life to upgrade, fortunately did bad things can have a good ending. Whether it is the good people around, or the hidden kindness in the heart, are the lights that illuminate the road ahead. And no matter how hard life is, the lawn you put on me can make me cry and kiss your lovely lover all the time.",8,0,0,21 April 2020
Catch Me If You Can," like
","LEO Really handsome to inhuman. Join hands with Tom Hanks to make this Cat and Rat Game a classic that hasn't been surpassed. If romantic and hot-blooded LEO of this work is the most prominent, young as a senior fraud like 007, with a brilliant mind but never make up for the harm from the family. Perhaps this kind of life is appreciated by ordinary people, but in this film the little plum is playing sad. With his talent and his pity, he ended up with the police. Fortunately, the interaction with his father is a rare piece of warmth, each review is moving.",8,0,0,21 April 2020
Iron Man 3," like
","I can only give you my knowledge '...... I do not know why to see these words suddenly feel sad, think of that sentence if I have nothing, only a beating heart for you, you will love me? I think there may be a lot of people in front of the screen will be moved, but in the face of reality the answer is almost no doubt.",8,1,2,29 March 2020
Gravity," en
","This is a human disaster film, without the need for colorful special effects and magnificent scenes, the silent and dark universe is enough to trigger the audience's deepest loneliness and despair. We don't need the roar of the earth and the earth, but if we put human beings in the vast universe, we will find how helpless and small we are, even if we want to return to the land of the foot, it is also a challenge and suffering. In the coldest and loneliest universe, we can calm down and look back at our lives and what we truly value.",6,0,1,4 April 2020
Mulan," love
","There are many more bright spots in the film moved me, Mulan changed clothes, with the moving drum, Mulan cut off their hair, the top armour, from the sword out of her handsome face, riding a horse, howling out. A woman in such a critical moment, such a bleak rainy night, can have such bold and heroic feelings, how can I not be moved?
Mulan in the barracks, through a night's effort, with a clever way to bite teeth to climb the flagpole. Because she is a daughter, so the training always can not keep up with the team, almost by the school lieutenant Li Xiang 'exhortation '. But she did not concede defeat, with a skillful way to climb the flagpole bit by bit, finally, in the morning sun, encouraged by the comrades who once hated each other, she climbed to the top, took off Li Xiang for all the soldiers set the first difficulty -- he shot the arrow. She proved herself with her cleverness and effort, as well as the recruits.
Flowers bloom in adversity are the most rare and beautiful! I love Mulan and look forward to the first edition.",9,2,2,2 April 2020
Se7en," en
","For the part of the interpretation of human evil, see the scalp numb, goose bumps. Focus on the exaggeration of the two cases of gluttony and laziness, greed, pride, win Dang less portrayal, have a strong sense of seven cases.",7,0,0,18 April 2020
Passengers," beautiful
","The scene was luxurious, satisfying my imagination of space travel. Space bunker alien river brilliant shock. But I have to say that this is a science fiction skin ethics drama, the main control computer hung up unexpectedly only one chief wake up, set to have a hard injury, there is no other way to rest dormant, the main control computer has changed, too. AI level is too low, how can a 120 year-old starship full of passengers have no emergency response system? How come there's only one cabin? This is unlikely.
It is said that Jim's awakening of Ojola is immoral and sinful, and that this is tantamount to murder, I do not deny. But if anyone had to spend the rest of his life with more than five thousand coffins, he would be mad. Therefore, it is human nature, not morality. It was selfish, but it was a last resort redemption.
The end I still like, they have been lost in the strange harbor, but they found to rely on, they began a new life, happy life, until old.",6,0,1,3 April 2020
Aquaman," great
","The story was surprisingly good. As the origin story of a possible series of movies, the story with the male owner of the sea king's 'search for self' experience and the male brother's war stringed up the basic pattern of the undersea world, as far as possible to show the audience the world never appeared. this is done well.
The film is really great, director Wen Ziyan is great. Hope to also see the DC film directed by Wen Ziren",8,0,10,1 April 2020
Forrest Gump," I hope each of us can get close to.
","Those smart people in the world are mostly full of desire, reading for money, doing their own business for money, they think that happiness is attached to money, so they fight their lives to pursue, think that this holds life. In fact, happiness is like Forrest Gump, pure, kind, full of love, these three words you catch one to be careful to feel and give, you will know what Forrest Gump's happiness is what, his life is how to exist.",10,1,1,19 March 2020
Cast Away," like
","After reviewing this classic film, I can't feel the loneliness in that environment and the strong desire for survival. For the most loved person, he insisted to survive, but also for the most loved person, he finally chose to leave, his life is full of perseverance, reason and open-minded. Tomorrow, the sun will still rise, do not know what the tide will bring! Each of us has his own Wilson, whether life is hard or not, always silently accompany you! Four years later he put the faded parcel back on the farm and stood at the fork of the road as if it were a thousand turns of life, but suddenly. Leave the island to return to life, although missed love, but I believe he has a new direction.",8,1,2,5 April 2020
Spirited Away," God knows
","The whole film story and the story link compact, the picture is smooth and natural, the character portrays lively, the movement expression portrays exquisite, the master to the scene drawing and the arrangement is very admirable, the color processing is bright and not fancy. The soundtrack aspect also makes the movie atmosphere reach the extreme. I have paid attention to clothing, but the Japanese kimono is many, different styles, it is worth appreciating the relationship between clothing and characters, the portrayal is quite realistic.",8,0,0,20 March 2020
Saving Private Ryan," like
","The film highly restores the cruelty and blood of war. Peace and prosperity are people behind the silent support for us a day, not born brave. Eight soldiers save Ryan, and Ryan saves the nation, always remembering those who died silently. Miller's dying words ,' do n' t let us down, don't let us down ,' to ryan, and to those who have seen this film for generations to come, who have paid a heavy price for freedom, and we have to love freedom and peace.",9,0,0,12 April 2020
Hidden Figures," like
","This is a world known for not being absolutely fair, but through a film, it is still a bit of a shock to see 'discrimination' being so direct. .
The film tells me that gold always shines. And the opportunity to shine is their own. Although living in an environment of racial discrimination, they do not clamor for dissatisfaction, but constantly improve themselves, make themselves progress, let white people feel honored because of them, perhaps even more inconvenient to change their skin color.",9,0,3,31 March 2020
Coco," family and dream
","This warm-hearted film not only tells us to be brave to pursue their dreams, but also tells us that our family will always be the person who loves you most, will always support you, encourage you, the strongest backing you have. So now I'm trying to pursue my dreams",8,0,0,21 March 2020
Avengers: Age of Ultron," Not wonderful
","From the beginning of the movie, when a group of loser - controlled robots were fighting with the students, to the end of the film or a group of robots were playing, the only change was that loser was replaced by Auchuang. The same boring fight, the same slow motion and the end of the slow motion replay, so that the film did not even have a climax!",6,1,1,28 March 2020
Taken," like
","The key to the success of the film is that the action is very chic, kill a handle, clean and never muddy, the film also played a good hand warm card, telling the feelings between the father's family. You will see the endless spirit of fatherhood and sacrifice that a father shows when his daughter is in trouble. The rhythm of the play is compact, thrilling, there are also a lot of cold humor inside, see the process, the heart is always hanging, after the film is over, the mood gradually calm, very complete climax reaction. The whole process was very compact and one-stop. Finally, dad is Superman.",9,0,1,9 April 2020
Life Is Beautiful," like
","A little man of a great age, who interprets Life Is Beautiful.'. with life It's a simple story, a happy legend, but it's not so easy to say.",9,0,0,26 March 2020
Titanic," like
","The film has always been famous, but I have not been to see, knowing that the classic section of the inside is not as deep as the whole feeling. you jump,i jump Jack I'll Never Let up These two sentences are the most touching words I've ever seen in my whole play, all Jack said to Ruth. The first sentence is Jack rescued Ruth from the railing said, is the first encounter shallow love. The second sentence is when life and death depend on each other Jack's advice to Ruth, never give up the hope of living, is love after love deeply. Maybe you gave me a different feeling, made me like you, can not say why, but you are just different from others. No matter what happens, you'll always be the one in my heart.",8,0,3,16 April 2020
The Shape of Water," enen
","The story was flat, and the atmosphere felt... Depressed and sad. I don't understand the opportunity to fall in love with Mermaid, Mermaid fall in love with female owners can still understand. Kindness in a trapped animal environment. But where does the heroine like the mermaid to start... Because of what? Of the lonely soul... I don't see an outbreak in my eyes. It looks more like the heroine seduces the intelligent creature of the study period.",6,2,4,27 March 2020
It's a Wonderful Life," like
","This is a very healing film, good people can have a good reward, can not help but. But being a good person is a good reward in itself, making life better, be it for yourself or for others. I've been thinking more than once that the only thing that keeps me going is family and friends. It's a blessing in disguise to be able to make these close friends, but making friends is a mutual choice, and you need to do better, as well as for your family.",8,0,0,8 April 2020
Joker," like
","He may be just an ordinary mental patient, and none of this has happened, but it is just a joke that a mental patient has come up with in the background of society, it is real enough, sad enough, and funny enough. I hope life can be kind to us.",9,1,1,22 March 2020
Edge of Tomorrow," like
","At the end of the film that all the gentle eyes, like the deep sea. The rhythm of the film is particularly well grasped, repeated time node, similar segments, but will not make people feel boring. Male owners never willing to go to the battlefield of the civilian staff, over and over again in the death of the training of powerful skills to win, laugh and tears can not help. The woman refused to open her heart because she saw the loved one die three hundred times, and the male owner faced the same dilemma, knowing that some things were futile but still hard to do, the cabin coffee scene most let people feel the warmth and fate helpless, victory and emotion are especially difficult and should be treasured. Over and over again and a little bit of breakthrough ending, the whole film is always the game of the brave, there is no fate of welding death, only those who refuse to work hard.",8,1,1,19 April 2020
The Lion King," like
","The film brought me the greatest insight: growing up to meet everyone is worthy of thanks. Because of their appearance, let you know the world more comprehensively; because of their appearance, make your growth more solid. Old king mufasa made simba understand the need to be brave is meaningful, wild boar pumbaa and mongoose Timon let simba feel the beauty of life, baboon elders told simba the meaning of life is to assume due responsibility.
And the appearance of scar, let Simba realize that the world is not only sunshine and good, but also darkness and evil.",9,0,0,2 April 2020
