movie_title,title,review,rating,helpful,total,date
Your Name.," youth
","This movie is really beautiful, whether it is the style, plot, voiceover, etc., it is very hard, the ending is also very beautiful, there are many tears, and I realize that because of love, so I can find you wherever you are, and finally super Recommend this movie! ! !",8,0,1,29 April 2020
Se7en," this is a beautiful world
","Gloomy and desperate. Christianity uses Satan 's seven demonic figures to represent seven evils: arrogance, jealousy, anger, laziness, greed, gluttony, and lust. A perverted religious killer does not even kill a chicken, but he finds a basis to carry out a creepy murder on people. What could be more terrifying than the act of being a devil alone? Line: 'This is a beautiful world, and it is worth fighting for. I agree with the latter sentence.",9,0,1,4 April 2020
Fight Club," the true
","The use of physical pain to resolve internal burdens, including the inability to listen to your heart's difficult life, fighting and destruction is only or ultimately a release and relief, a challenge to all illusions. People at the bottom of society are also members of this society, and they should not be ignored. Each person has two selves, a good person in the eyes of others, and a bad person in his own heart.",8,0,0,26 March 2020
Inglourious Basterds," army
","This film is really a hodgepodge, vivid and smooth and cautiously intertwined with each other, historical facts and imagination are flying together, realism is surrealism, real characters and fictional characters are mixed, famous historical events are entangled with notorious evil. Movies, novels, war history, memoirs, photos, music, and paintings, but all the popular cultural factors about World War II, Quentin used them as their own, and finally created a WWII wonder film",8,0,2,7 May 2020
12 Angry Men," The Life
","From the perspective of the jury, this movie makes every audience seem to be one of the members, and at the same time, it is superbly controlled by group dramas, so that none of the many characters has become a Facebook character. Each one is So lively and three-dimensional, it is fascinating to debate the social system, human nature, and thoughts beyond the case itself, and it is the respect for life.",9,0,0,19 March 2020
Oldboy," life
","The film has a profound description of life, ethics, love and psychology, which brings the audience deep and heavy thinking",8,0,0,28 April 2020
The Prestige," magic
","In the world of magic, both the magician and the audience on the stage are immersed in the illusion of magic and can only choose to be the deceived person of magic. As the lines in the movie say: 'Now you want to find out the secret, but you can't find it because you are not really watching. You don't really want to know, you want to be fooled",8,1,1,20 April 2020
Interstellar," wow
","There are very few movies that let me hold my breath and watch the whole end, I ca n't help but wow! This sentence only has a punctuation mark in front of it, and the play is almost perfect from the plot to logic and sense",9,0,1,11 April 2020
Forrest Gump," stupid and smart
","Applause for this great movie! A-Gump's strength shows what it means not to be confused, not to be in love, not to remember the past, and not to be afraid of the future. Doing nothing without asking for results without asking for results is really rare compared to some people around. A-Gump is not stupid, he has wisdom.",9,1,1,27 March 2020
Léon: The Professional," interesting
","Loli has the heart of a royal sister, and just too has an uncle body-evil and innocent, cruel and gentle, how perfect ~",9,3,4,12 April 2020
The Lord of the Rings: The Fellowship of the Ring," the begining
","It can almost be described as perfect. The sound of the monologue at the beginning of the year shocked me. The masterpiece that Peter the Great spent ten years launched. Can be described as a sword for ten years Middle-earth world, how many hero legends and stories start from this The originator of overhead fantasy dramas, orcs, elves, dwarves, hobbits, mages, slayers, knights, etc. These elements have countless applications and inspirations in western fantasy literature and even peripheral areas such as games.Exquisite pictures, exquisite music, magic colors make people sigh, the first epic masterpiece.",8,0,0,24 March 2020
American Beauty," dark humor
","Although the tone of the whole film is not black and white, it is obscure. 'The world is so beautiful, we should appreciate it calmly.' The last words of the protagonist Lester Burnham (Kevin Spasci) before his death inspired people to see the world around them from a new perspective. Such a philosophical ending not only made the audience sad about Leicester Burnham's departure, but also gave new thoughts to the meaning and value of life. Material brings convenience, but also brings too much burden, and how many people can really let go. Please be forgiving, make yourself happy, not bring happiness to others, at least do n't hurt",8,0,0,30 April 2020
The Intouchables," happiness
","This film tells the audience that when the audience is restricted by the body and cannot control the body, it becomes a prisoner for the audience, the audience can still keep a clear head and have a flashing mind",8,0,1,18 April 2020
Spirited Away," grow up
","We all thought we would be Chihiro, but we finally found ourselves in a faceless man. Afraid of loneliness, he closed himself; afraid of being abandoned, so he gave his best dedication; wanted to be recognized, so he fell with the world. Growing up, there is no return",9,0,0,9 April 2020
The Usual Suspects," Intriguing
","The usual Suspect' is a classic suspense movie in the history of American cinema. The whole film reveals to us the truth of a tragic murder by borrowing a knife. The film completely overturns the audience's inertial logical thinking, making a complex story with dramatic tension, and it is exciting from beginning to end.",8,0,0,13 April 2020
The Pianist," life and death
","The lens of the film is sober and considerate. It gently strokes the melancholic face of the pianist, nervously paying attention to the corpses in the street, and calmly watching the life breaking in an instant. Life is so sweet and so fragile. There are many memorable scenes entangled in the film, and there is a real existential drama of life and death",8,0,0,15 April 2020
City of God," city of god
","'City of God' showed crime and horror in the slums of Rio de Janeiro, Brazil. This is the 'City of God' and the capital of sin. The film witnesses the brutal, ambition and greed of the slums from the perspective of the protagonist. The living environment shown in the film, the observation and exposure of life are all bold attempts. The Rio slums, which are the real location, have added more wild and thick brushstrokes. The power of the chaotic disorder in Rio 's slums is that all aesthetics are also loved by many film and television works.",9,0,0,5 April 2020
Django Unchained," obvious
","This is a typical Quentin Tarantino work, which continues his always compact and exciting narrative style, with whimsical humorous elements and bloody wild action scenes everywhere, black humor and The style of violent aesthetics is brought to the extreme. The film is full of long shots, trivial dialogues, nostalgic songs, as well as blood plasma and dead bodies shot by guns. What is different from him in the past is that this time he adopted a regular linear narrative, which is more obvious and easy to understand.",8,0,1,25 April 2020
The Lives of Others," live
","The serious introspective film 'the lives of others' continues the strong speculation and unambiguous critical spirit of German cinema since the 21st century. The rather ingenious story frame allows the 132-minute film to always maintain a high concentration of viewing attention. 'the lives of others' can integrate ornamental and serious themes, which is no easy task nowadays. It wasn't until the end of the highly restrained but unmanageable self-sustainment that the audience felt the author's ingenuity, and thus through all the details in the film",8,1,1,24 April 2020
Good Will Hunting," heart
","As a motivational subject for education, Sann 's method is not disgustingly follow-on and tempting, nor aggressive and persuasive, and his greatest charm lies in the way in which silence and outburst go hand-in-hand to allow young and frivolous guys to vilify others. Suddenly discovered his stupidity, when trying to use huge knowledge reserves to attack others, knowing that his talent may not be the place to break out",8,0,0,9 May 2020
