movie_title,title,review,rating,helpful,total,date
Kill Bill: Vol. 2," A Fitting Followup To A Classic
","This is more of a continuation of the first installment, rather than a sequel. A lot is explained here. The classic trademarks of Tarantino are here. This is the second time I am watching this and it has remained fresh.",8,0,1,12 May 2019
Alien 3," An Addition To A Popular Sci-Fi Franchise
","Atmospheric, in a convict colony with no way out except for a rescue ship coming and trapped with an Alien. But it could be wearing out its original suspense. A good sequel so far, but it is wearing thin.",7,0,0,27 July 2019
Catch Me If You Can," Time Tested Classic
","A biopic about con-man Frank Abenathy. He seems to make it so simple - to pull a con job. Its captivating enough, the acting, the dialogue, the cinematography. It is time tested.",8,1,2,19 April 2019
The Ring," Interesting Idea but....
","A video that kills in 7 days. Interesting concept, but it's the execution. Based on the excellent Japanese horror movie. It's a mediocre remake.",6,0,1,28 April 2020
Rogue One: A Star Wars Story," A Star Wars Spin-off
","An above average star wars franchise, but nevertheless a spin-off. The plot is ho-hum. Nothing original. The action and special effects are its saving grace.",7,0,3,15 March 2020
Alien: Resurrection," Another Alien Sequel
",Another in the alien franchise. And its getting stale. It is the worst after the 3rd sequel. It is watchable. Just that. But I was bored towards the end.,6,0,0,4 August 2019
Constantine," So-so Superhero Movie.
","I waited more than 10 years to watch this movie. To see if time transcends the movie. No. It does not seem dated. Although it is almost 15 years. But it does not captivate me the way some of the better Superhero movies do. No, I will say it is an average movie.",6,3,5,28 April 2019
Resident Evil: Extinction," Another Apocalyptic Movie
",Another franchise of the popular zombie and computer series. A post apocalyptic setting. Acceptable acting. Predictable dialogue. Cheesy special effects. Non-existent plotline. Main aim is to bank in the popularity of the original. Watchable sequel. But no artistic value.,6,0,1,29 June 2019
The Adventures of Tintin," A Worthy Adaptation Of A Comic Book
",A Steven Spielberg adaptation. It is computer animated and more realistic than hand drawn. The characters are more alike to the book. It is action packed and adventure filled. It has features of Pirates Of The Caribbean. The comic book humour is also realistic.,8,0,0,13 July 2019
Ocean's Twelve," The Past Catches Up
",An European heist now. The eleven are broke now because of the past. They must take on another job. This time in Europe. They take on another member. I like the locations and the soundtrack. The acting is credible. The plot is ok. This is a good sequel.,7,0,0,26 May 2019
Final Destination 2," Various Ways To Die
","An exploration on the various ways to die. That is all I can say of this movie. The second of a franchise. It is perhaps more of a series of sketches than a proper movie. That is how bad the dialogue, plot and characterization is. I started off with a rating of 6 but it deteriorated to 4 as the movie progressed.",4,0,1,13 June 2019
Life of Pi," Life Affirming Fable
","So which is the true story? That is the dilemma that we are left with at the ending. Basically, it is the story of the uneasy friendship between the protagonist and a bengali tiger. To survive the shipwreck, the human and the tiger must eventually trust each other and work together. A heartwarming story.",8,0,0,4 April 2020
