movie_title,title,review,rating,helpful,total,date
Raiders of the Lost Ark," Snakes, why did it have to be snakes...
","This is the first of the popular series. A great film but I feel it is the weakest of the trilogy. The action is great but not as good as the prequel's and sequel's action. Steven Spielberg received his second Academy Award nomination for Best Directing, for good reason, he does a phenomenal job. The story is pretty good, incorporating action and a little bit of comedy and drama. Harrison Ford does a good job at acting, as always. The music is terrific, introducing the famous Indiana Jones theme. The special effects are good, especially for this area. All and all a pretty good film.",9,0,1,19 April 2000
Se7en," A truly brilliant film, in its own dark and twisted way.
","This is a film that stays with you long after the credits have finished. It is incredibly dark and twisted. It provides an intriguing passage into the human mind and human behavior. Fincher's direction is good. He chooses dark, wet, and dim locations to spin this grotesque tale of death. The story is good in that it tells it like it is, this is no fairy tale. The performances are, for the most part, pretty good. The best performance is given by Kevin Spacey. Morgan Freeman is terrific as always. Brad Pitt is good but he could be better. This film has the greatest climax I have seen form any motion picture, it is incredibly intense. If you haven't seen this then you simply must, but it is not for the faint hearted.",9,0,0,13 June 2000
Star Wars: Episode VI - Return of the Jedi," I told you this place was dangerous...
","This is the third installment in the epic space drama.  It is an excellent film but perhaps the weakest out of the original trilogy.  The story is first rate, bringing even more exotic locations and characters to the Star Wars universe.  After seeing only a brief glimpse of the Emperor in ESB, we are finally, truly introduced to the Dark Jedi Master here.  John Williams' score is excellent, as always.  The final space battle is far more elaborate then the one shown in the original Star Wars.  Do yourself a favor and watch this classic.",8,0,1,3 April 2000
Alien," Alien is sleek and stylish science fiction film.
","Through its magnificent sets, story, and characters, Alien would influence many science fiction films that would follow it; though few would ever equal it. Dan O'Bannon and Ronald Shusett's screenplay is good and very original. The one drawback is the minor subplot involving Ian Holm's character, Ash, which is fairly interesting but I always felt that it bogged the film down.
Overall, the cast is pretty good. Tom Skerritt does a nice job at underplaying his character of Captain Dallas. Sigourney Weaver, Harry Dean Stanton, and Ian Holm also give commendable performances.Ridley Scott's direction is phenomenal. His attention to detail is astounding. He takes full advantage of his sets, music, and lighting to make the film as eerie as possible.Jerry Goldsmith's subtle musical score is great; it is very effective and quite ominous and unnerving. The art direction and set decoration in Alien is absolutely terrific. The sets are large and yet they have a very claustrophobic feel.
The special effects for the alien creature are quite convincing. The full-grown alien is not shown in prolonged shots or whole-body shots. This is a wise decision on the filmmakers' part; had the alien been shown in full body shots it would have given the impression of someone in a suit and so it wouldn't have been as convincing. Alien is a worthy addition to anyone's film library.",10,0,1,31 May 2001
Taxi Driver," Taxi Driver is a great film; one of the best to come out of the 70's.
","I'm not really that much of a Scorsese fan, I saw nothing special or extraordinary in Raging Bull or Goodfellas, but I must say; I found this film to be very good.Paul Schrader's dark and gritty screenplay is exceptional. He effectively creates a sense of loneliness in one of the largest, most highly populated cities in the world. Schrader creates one of the most complex and disturbing film characters in Travis Bickle. Robert DeNiro also lends, significantly, to the character of Travis in one of the greatest cinematic performances ever. He perfectly captures the loneliness, complexity, and frustration of Travis. Jodie Foster gives a commendable performance as a young prostitute on the streets of New York City. Peter Boyle, Cybill Shepherd, and Harvey Keitel all give noteworthy performances. Martin Scorsese uses many intriguing and unique camera angles and shots to tell this shady story; his direction really is quite good.
Bernard Herrmann's romantic and sometimes ominous musical score nicely compliments the images on screen. Michael Chapman's cinematography is also first-rate. His use of lighting combined with Scorsese's unique direction and the occasional utilization of slow motion gives the film a very surreal look.Taxi Driver certainly isn't a film for everyone. It will leave you feeling hollowed out but if you think you can stomach it; I urge you to give it a try.",10,0,0,31 May 2001
Terminator 2: Judgment Day," I swear I will not kill anyone...
","This is the best action/science fiction movie I have ever seen. It is Arnold's and James Cameron's best film. This film is much better then the original Terminator. James Cameron shows us again that he is a master at creating wonderful science fiction and action stories and managing to  bring in several elements of human drama. Some examples of the drama are: Sarah reluctantly excepting the Terminator as a partner and Sarah's struggle with what she knows the future will bring. The Terminator takes on a fartherly figure while Sarah Connor becomes the hunter, the 'terminator.' The acting is pretty good. The music is okay. The special effect are wonderful, especially for the time period in which this was made. Do yourself a favor and watch this classic.",9,1,1,19 April 2000
Aliens," Who's laying these eggs...
","One of the greatest action/science fiction films I have ever seen. I feel this film far surpasses the original. James Cameron is a master at creating a good action film that includes bits of human drama, an example of this is Ripley's bond with Newt. The story is good and filled with suspense and terror. The acting is okay. Sigourney Weaver does a wonderful job at reprising her role as Ellen Ripley. It's no wonder she received an Academy Award nomination for her performance in this film. The music by James Horner is very good and adds to the atmosphere. The special effects are excellent, especially the vicious and life-like Alien Queen. Do yourself a favor and watch this classic.",9,1,2,19 April 2000
Pearl Harbor," Pearl Harbor's technical aspects are astonishing but its plot is lacking.
","Pearl Harbor is a film that tries too hard to make too much money by giving us harrowing battles, Hollywood hunks, and a Hollywood romance. It's real focus should be to honor those who died at Pearl Harbor on December 7, 1941.
Michael Bay's trademark, flashy direction is quite evident here. In many of his shots and sequences it is quite apparent that his borrowing from Titanic and Saving Private Ryan.Randall Wallace's screenplay is overly clichéd and includes many one-dimensional characters. Many of the lines of dialogue are quite annoying and melodramatic. The performances are merely mediocre. Ben Affleck needed more expression and emotion both in his speech and facial expressions. Kate Beckinsale and Josh Hartnett give average performances, but when they try to be emotional it's painfully clear that their emotions are forced and fake. Cuba Gooding Jr. overplays his character but his screen time is minimum so he's not as annoying as he would be. Jon Voight is very convincing as President Franklin D. Roosevelt and gives the best performance of the film.The pacing is both poor and excellent. The beginning of the film is rather slow. There's simply too much there and it bogs the film down. On the other hand, the editing for the battle scenes is appropriately face-paced and riveting.The CGI work and pyrotechnics of Pearl Harbor are first-rate. The sound effects and sound effects editing are also terrific.John Schwartzman's cinematography is reasonably good. His use of the `shaky cam' technique is reminiscent of Saving Private Ryan.Hans Zimmer's melodramatic musical score suits the vast scale of the film nicely.With a little bit more care placed in the editing, better actors, and a tighter script; Pearl Harbor could have been the gem it was made out to be through its extensive advertising.",1,0,0,28 May 2001
Saving Private Ryan," This time the mission is a man...
","This is one of the most powerful and emotionally moving movies I have ever seen, it is a true modern work of art.  The story is a extraordinary with many well defined characters brought together by the incredible acting.  The story shows us the American side of the war and our feeling towards the Germans, but it also shows the cruelty we showed towards them, too.  Steven Spielberg does an absolutely wonderful job in capturing the horror of war, a prime example of this would be the D-Day landing sequence and the final battle.  As I said before, the acting is fantastic, especially Tom Hanks' performance as a Captain Miller.  The music has that grand, powerful feel to it which is what you come to expect from John Williams.  Do yourself a favor and watch this classic.",9,0,0,5 April 2000
Die Hard," This is the greatest action movie ever.
","Die Hard has all the qualities that make a good action movie: great villain, likeable hero, good one-liners, and of course awesome action sequences. The story has often been duplicated but never equaled in greatness. The direction and acting are pretty good. I think Alan Rickman's Hans is ONE of the best cinematic villains ever. The music is pretty good and occasionally does a good job at adding to the intensity. This is an instant action-classic!",9,3,3,16 May 2000
