movie_title,title,review,rating,helpful,total,date
The King's Speech," A historically interesting and well paced film
","*Spoiler/plot- The Kings Speech, 2010. The story of British King George VI, his unexpected ascension to the throne of the British Empire in 1936 after his brother abdicated, and the commoner Australian speech therapist who helped the unsure monarch overcome his stammer.*Special Stars- Colin Firth, Geoffrey Rush, Helena Bodham Carter*Theme- Children are highly influenced for good or bad by adult authority figures.*Trivia/location/goofs- 4 Academy awards: Best Picture, Best actor, best director, best original screenplay.
*Emotion- A historically interesting and well paced film about a British king's little talked about very human flaw that he overcame.*Based On- Based on 'found' hidden letters of commoner Australian speech therapist by his son.",Null,0,1,17 April 2019
Moneyball," An interesting and well acted film.
","*Spoiler/plot- Moneyball, 2011. Oakland California's baseball team, The A's (Athletics) has an ambitious new your general manager who was a player also. His name is Billy Beane. The film plot is about his magical plans and unsuccessful attempts to assemble a World Series winning baseball team on a lean budget by employing computer-generated analysis of each team player and to acquire new players in the yearly baseball draft.*Special Stars- Brad Pitt, Jonah Hill, Phillip Seymour Hoffan, Robin Wright.*Theme- Audaciousness and courage makes the trailblazer unique.*Trivia/location/goofs- Oakland CA. The A's won the AL west again in 2012 with the lowest payroll in Major League Baseball and a record setting 54 wins by rookie pitchers. The season has been informally called 'Moneyball 2' by fans and the press. Bennett Miller told a screening audience that A's assistant GM Paul DePodesta did not wish to have his real name used in the movie, but was very generously helpful during its making. While the filmmakers had no obligation to change his character's name (to Peter Brand), they did so willingly. The Oakland A's set the new American League record for consecutive wins, with 20. The all-time Major League record is 26, set by the New York Giants in 1916, including one tie. Without ties, the record belongs to the 1935 Chicago Cubs (21 straight wins). First baseball movie to be nominated for the Best Picture Academy Award (Oscar) since Field of Dreams (1989) twenty-two years earlier. *Emotion- An interesting and well acted film for those people now really into professional sports or baseball. The pacing and themes are heroic and enjoyable to experience. This film shows the personal battle of a general Manager of a pro baseball team that came up through the school of hard knocks as a player.*Based on- Based of Professional baseball trends.",Null,1,1,20 July 2014
Men in Black 3," are top notch and welcome.
","*Spoiler/plot- Men In Black: 3, 2012. M.I.B. agents confront a new attack on the Earth that involved secret past actions of Agent K and the Apollo moon shot. Agent J goes back into that time to discover the matters and learns about his own past and his connection of M.I.B.*Special Stars- JOsh Brolin, Tommy Lee Jones, Emma Thomson, David Rasche, Will Smith.*Theme- Be careful of what you wish to know about in the past.*Trivia/location/goofs- Comedy. The zip line escape system shown at the Apollo launch pad really did exist. It was installed for the Apollo program and enhanced for the Space Shuttle program. In some pre-launch emergency scenarios, the crew would have ridden steel cages down the zip lines to explosion-proof bunkers. Astronauts practiced using the system as part of their training, but it was never used in an actual emergency. The woman who lives in K's apartment in an alternate time line, is the same woman in Men in Black II (2002), a waitress, whom Patrick Warburton's character is told to marry and have a bunch of kids. Will Smith reportedly had creative differences with director Barry Sonnenfeld over who would play the Colonel's son. Will suggested that his son Jaden Smith should play the role, but Barry disagreed, giving the role to Cayen Martin instead.*Emotion- A fun clever comedy sequel to the previous heroic films. This film makes a more satisfying look into the unique main characters persona's by learning their history that shaped their personalities from previous films. As such this film is a bit of a 'prequel' of the other films. Most of the characters and their acting are top notch and welcome.*Based On- Men In Black film franchise of previous feature films.",Null,0,0,18 August 2014
Sherlock Holmes: A Game of Shadows," Glaringly unbelievable to watch.
","Sherlock Holmes, A Game of Shadows *Spoiler/plot- 2011, Sherlock Holmes stops the start of a international war arranged by his Nemesis, Dr. Moriarty.*Special Stars- Jude Law, Robert Downey Jr. *Theme- All problems can be solved by being observant and clever.*Trivia/location/goofs- Second film of this genre, Artificial heart massage or CPR was not known in the 1890's when used on Holmes. The prop anachronisms of this film are legion and make this film glaringly unbelievable to watch. *Emotion- A rather crazy action film that makes Holmes and Watson almost cartoon superheros and thus drastically changing the charm and whit of the original characters that millions of readers enjoyed. Cartoonish at best.",Null,1,1,4 July 2012
The Monuments Men," enlightening story.
","*Spoiler/plot- The Monument Men, 2014. I group of college professors, art historians, and older men get drafted into a special group to find and return art of all media looted by the Nazis.*Special Stars- George Clooney, Matt Damon, Bill Murray, Cate Blanchett, John Goodman, Jean Dujardin, Hugh Bonneville, Bob Balaban, Dimitri Leonidas, Justus von Dohnanyi.*Theme- Art is a world treasure.*Trivia/location/goofs- Made in eastern Europe. The 'Monuments Men,' were a group of approximately 345 men and women from thirteen nations, most of whom volunteered for service in the newly created MFAA section during World War II. Many had expertise as museum directors, curators, art historians, artists, architects, and educators. Their job description was simple: to protect cultural treasures so far as war allowed. The character of Claire Simone, played by Cate Blanchett appears to have been based on Rose Valland, a Parisian museum curator who was drafted by the Nazis during the occupation of Paris to assist with art acquisitions. As depicted in this film and in the documentary The Rape of Europa (2006), Valland secretly kept a detailed ledger of all works that passed through Nazi hands, the original (often Jewish) owner of each work, and the location in Germany where each item was eventually transported. GOOFS- When US Army Lieutenant James Granger visits the apartment of Claire Simon, he is not wearing his uniform but is wearing a casual, short-sleeve shirt instead. During World War II, it was a strict rule that members of the military had to wear their uniforms at all times, on and off base, even while home on leave. Liberated Paris in 1944 was still considered a war zone, making his disregard for uniform especially egregious.*Emotion- It is an extremely satisfying plot and enlightening story. Only in a few times does Mr. Clooney (DIR) fail in making the actions become also most melodramatic and pedestrian.*Based On- Based on a true story.",Null,0,0,27 October 2014
Skyfall," It's great spy cinema !
","*Spoiler/plot- Skyfall, 2012. An ultra-sensitive computer hard-drive containing the names and places of every deep cover 'mole' of NATO embedded in many major terrorist groups is stolen. The hard-drive is in the hands of a X-MI6 British bureau chief that has gone crazy with having revenge against MI6 and it's operatives. X-MI6 British bureau chief attacks MI6 and it's leader, 'M' and James Bond. Mr Bond is sent in to illuminate the threat and secure the safety of the undercover operative's list. *Special Stars- Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Berenice Marlohe, Albert Finney, Ben Whishaw.*Theme- The next international terrorism is cyber-terrorism, beware and prepare. *Trivia/location/goofs- This film is very special with it's celebrating the 50th anniversary of the James Bond franchise. So there are many landmark elements of this film even when compared with past Bond films. In this film we learn about the Bond family origins; Clan of Bond names created by the production for the plaques and headstones at the chapel and graveyard include James parents; Andrew Bond and Monique Delacroix Bond. Filming primarily taking place in England. Additional location shooting was set in Scotland, Turkey and China. Glencoe in the Scottish Highlands replaced Duntrune Castle in Argyll, Scotland as the location for the film's climatic action scenes though some of that was actually filmed at Surrey's Hankley Common in England. In the end, the picture was filmed in five countries: England, Scotland, China, Turkey and Japan. In Japan, just a small amount of filming was done on Hashima Island. Sixth appearance in the official James Bond series of the classic silver-birch the Aston Martin DB5 car. First James Bond film to feature MGM's new 2012 logo. The Bond iconic gun-barrel sequence was re-shot specially for this movie. With this third Daniel Craig Bond movie, Craig has still never appeared in a traditional series gun-barrel sequence shown at the start of the film. However, it was shown after the end credits conclusion. The loudest movie scenes was the London underground tube train crash that occurs when James Bond chases Raoul Silva. Several different locations in the city of London were used as interiors and exteriors for the film, some of which would not normally be accessible for filming. London locations: included Vauxhall Bridge; Millbank; The Old Vic Tunnels; an underground car park on Great Suffolk Street; Trinity Square; the entrance to Broadgate Tower; The Virgin Active Pool in Canary Wharf; Cadogan Square, The National Portrait Gallery; Parliament Square; Tower Hill; the building roof of the Department for Energy & Climate Change (DECC); the Smithfield Meat Market; St Bartholomew's Hospital; Charing Cross Underground Station; Greenwich's Old Royal Naval College; Southwark; Whitehall; and London's landmark Trafalgar Square. *Emotion- This is a spectacularly beautiful and exciting film. The night establishing shots are breath-taking. This film clearly lives-up to and surpasses the high mark that previous Bond films established for decades. This film is a MUST SEE in a theater to get full effect, not just on a small TV monitor. You will lose some of the uniqueness on the small screen. To put the theme of this film's plot in one concise phrase, 'passing the torch- from the classic to the new'. In this film you see the 'old guard' actors playing their Bondian characters that they have for many films and this new 50th anniversary film plot establishes new actors to be in those iconic Bondian roles. There is a new Moneypenny, head of 'Q' branch and a new MI6 leader 'M'. The film's villain is truly despicable and creepy, and well acted. Also we see homages to the classic Bond films cleverly embedded in this film and referred to in dialog or visually on screen during scenes, so watch for those. The Bond film franchise is re-charged and ready for 50 more years of excitement and success. God see this film even if you're not a Bond Fan, it's great cinema!",Null,1,4,21 December 2012
50 First Dates," A charming and sweet film
","*Spoiler/plot- 50 first dates, 2004. A story of a reformed Hawaiian island playboy who works at a sea life park as an animal trainer. He falls in love with a girl who has major brain injury from a car accident. Her family and friends keep her in a perpetual scenario due to the fact that every night she forgets the day before and starts all over once again.*Special Stars- Adam Sandler, Rob Schneider, Drew Barymore, Sean Astin, Blake Clark.*Theme- Loved ones will do almost anything to help in recovery from brain injury.*Trivia/location/goofs- Sea life animal park on Oahu island, not Maui as the story lines says.*Emotion- A charming and sweet film with some human situation comedy from the stories lead characters. Gloriously beautiful scenery, writing, and deep emotional acting from normally too raunchy Mr. Sandler.*Based On- Some real brain injury recovery accounts from patients.",Null,1,1,15 August 2013
Iron Man 3," Just typical summer 'popcorn' action movie
","*Spoiler/plot- Iron Man 3, 2013. A semi-retired IronMan comes back to punish a world terrorist figure.*Special Stars- Robert Downey Jr. Gwyneth Paltrow, Don Cheadle, Guy Pearce, Ben Kingsley, Jon Favreau.*Theme- Sometimes, problems are not what they seem.*Trivia/location/goofs- Not even worth commenting on here. This was a Hollywood big-budget show that was a runaway feature film that shot in North Carolia due to special tax breaks for productions companies. California and it's studios & crews cannot compete. A real shame.*Emotion- A typical summer 'popcorn' action movie with a lot of special digital GFX and short of plot or character. This ground has been covered before in countless other comic book films.*Based On- Marvel Stan Lee comic books hero legend.",Null,0,2,15 August 2013
Abraham Lincoln: Vampire Hunter," A fun film romp for viewers.
","*Spoiler/plot- Abraham Lincoln, Vampire Killer, 2012. Explores a mythical secret life of the America's president, Abraham Lincoln. The film is the untold story that shaped the nation between non-vampires and a vampire kingdom in the USA. The president discovers blood-thirsty vampires are planning to take over the United States. Lincoln makes it his mission to eliminate them, becoming history's greatest hunter & killer of the undead.*Special Stars- Benjamin Walker, Mary Elizabeth Winstead, Dominic Cooper, Anthony Mackie, Marton Csokas.*Theme- Vampires are everywhere in history.*Trivia/location/goofs- Color. Watch for many interesting historic facts and occurrences laced into this fun plot about Lincoln, his time, and his surroundings.*Emotion- A visually rich Caleb Deschanel filmed feature. A satiric look at both history and vampires. Do NOt leave you sense of humor at home for this film. A fun film romp for viewers, not to be taken seriously.*Based On- History of Lincoln and vampires lore.",Null,1,2,17 June 2014
Rocketman," It's a musical about Eton John's life.
","*Spoiler/plot- Rocketman, 2019. A rich film production of Eton Johns life from his young days through his musical tutoring days and his commercial music life till his happiness in today's music scene today.*Special Stars- Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Gemma Jones, Matther Illesley, Kit Connor, and more.*Theme- Seeking approval and love from others your whole life can take you on an unexpected adventure of 'ups and downs'.*Trivia/location/goofs- This is an all UK film show, Cast & crew. It was produced by Eton John, himself. Bryce Dallas Howard who plays 'Sheila', Eton's mum is DIR- Ron Howard's daughter.
*Emotion- it's a musical about Eton John's life. Very interesting production with full on singing and dance routines mixed in during the plot. Kidda depressing in his young beginning years and in his successful'excess years'. The lead actor, 'Karon' (who played grown up 'Eton') is a relatively newcomer in films. He played the lead English training spy in the British spy parody, 'The Kingsmen' franchise. He does an amazing performance in this film with total emotional depth. I wouldn't be surprised he gets an award nomination for his work in this film. If you like or know Eton John's songs, they take on a whole new meaning in their use to illustrate his life and moods in this film of his growth into adulthood and successes. I know a couple of his songs have been influential on me through my life. It also features heavily, his life long song lyric writer & friend, Bernie Tauppin in this film. A musical match couple much like McCartney and Lennon for the song business*Based On- Eton John's ideas of his life and career.",Null,0,1,16 June 2019
