movie_title,title,review,rating,helpful,total,date
Angels & Demons," Excellent Movie...
","I watched Angels & Demons for the first time last night, and i found the film to be excellent. It starts off with the Roman Catholic Church mourning the death of Pope Pius XVI in Rome. Vatican City prepares for who will be the next Pope Until that time, Camerlengo Patrick McKenna, a papal court official and former helicopter pilot, takes temporary control of the Vatican. Reporters, nuns, priests, and other members of the Church crowd into Saint Peter's Square, waiting for the white smoke from the conclave, which signal who has been selected as the next pope. But the Illuminati, a 400-year old, underground secret society, kidnap the four most likely candidates before the conclave begins The Illuminati threaten to kill one every hour, starting at 8:00 pm, and then destroy the Vatican in a burst of light at midnight. I found the scenery to be amazing especially around Saint Peter's Square, I do not see why people do not like this film.",8,1,2,4 October 2009
Dawn of the Dead," Good zombie horror movie....
",I thought that Dawn Of The Dead was a good horror film. It is about a young nurse named Ana who is returning from a hard day at work. wanting to go home and see her husband Louis. But not paying attention to an emergency broadcast telling the public about a deadly plague of flesh eating creatures. Until the next day when the next door neighbour a little girl comes into their house and bites Ana's husband Louis in the neck. But Louis does not stay dead. later he is up and trying to bite his wife Ana. Ana manages to escape in her car and sees members of the public being eaten by flesh eating zombies. She crashes into a tree. she is recovered by a black police officer called Kenneth. They group up with 3 more people and find shelter in a shopping mall called the Crossroads Mall. While they are in the mall they find 3 security guards there armed with guns. They wait for help to arrive But they are all running out of time and the zombies are approaching the mall. The dead are retuning to roam the earth. I thought that this was a very good zombie horror film with great acting from the cast. 7/10,7,0,0,2 November 2009
Hostel," A brutal & sick horror film...
","I found the film hostel to be a brutal & sick horror film it is about 3 backpackers, Paxton, Josh and Oli who are backpacking across Europe They are in Amsterdam where they get locked out of their youth hostel. While in Amsterdam, they meet Alex, a man who shows pictures of gorgeous women to them. suggests the three of the to visit the hostel in Bratislava, Slovakia, in eastern Europe where the women are all hot and have a taste for American men. When they get there, everything is too good to be true. they hear that this hostel is filled with beautiful European woman who want tourists, When they arrive, they meet three delicious girls in the hostel, they start having the time of their lives. The next day they find out that Oli is missing. They then spot a man wearing Oli's jacket at a museum of medieval torture Later that night, while having a part with Natalya and Svetlana, Paxton and Josh fall bad to the effects of alcohol. they slowly start to realise that this hostel is hiding a terrible secret.",7,0,1,9 October 2009
Orphan," Outstanding horror film!!!....
","I watched the horror film Orphan last night, and i found it to be a outstanding film. I thought that the acting was excellent particularly the actress that played Esther. The story is about a couple called Kate and John Coleman who are trying to rebuild their marriage after going through a troubled relationship, because Kate has had drinking problems she is under therapy with Dr. Browning and has not drunk for one year. They have a daughter called Maxine who is deaf. Kate is still having nightmares of their stillborn baby Jessica. They decide to adopt a child They meet a nine year-old Russian girl Esther at the St. Marina Orphanage,they immediately fall in love with her. Max the youngest daughter becomes close to Esther, but her brother Daniel does not make his new stepsister very welcome. Soon Kate feels that Esther is being manipulative towards her and has some disturbance and she thinks it could be hormone or borderline personality disorder John refuses to listen to his wife. And soon their marriage begins to break down. Kate calls Sister Abigail in the orphanage and the sister tells Kate that Esther had been involved in many troubles in the past. When Sister Abigail visits Kate, Esther kills her with a hammer Kate decides to go further into Esthers past, she contacts the Saarne Institute, a mental hospital in Estonia, and discovers that the girl is not who she makes out to be. I Found this to be an excellent horror film and one of the best that i have seen for a few years, and one that i would very much recommend to people. 9/10",9,2,4,6 December 2009
Silent Hill," A great horror film....
","I thought that Silent Hill was a great horror film it is about a woman called Rose that goes in search for her daughter, Sharon in the strange, desolate town called 'Silent Hill.' She is very concerned about Sharon who has been experiencing severe nightmares and has begun sleepwalking. Looking for answers, Rose takes Sharon to the town of Silent Hill, despite Christopher's opposition. She reaches the town, but is knocked unconscious in a car crash, and wakes to find Sharon is missing. She is unaware that the town has been evacuated for the past 30 years. However, the road to Silent Hill is not easy to access, and Rose creates a high speed chase between herself and a police officer Rose is at the entrance to the deserted, dream-like town of Silent Hill. As Rose begins the search for her daughter, she does not realise about the terror and that is surrounding her. this is a very good film to watch.",7,0,0,14 October 2009
The Hills Have Eyes," A brutal horror film...
","I enjoyed seeing The Hills Have Eyes, which i thought was a great but brutal film. A family called the Carter's are travelling in a trailer to California through the New Mexico Desert, they end up near a shortcut going to nowhere,which is closed off from the public, and end up crashing their car into a rock. They manage to find an isolated gas station nearby. the area in which their car breaks down was used by the U.S. Government for nuclear testing An area that was thought to be empty this means that they are stranded in the middle of nowhere. the family soon realise that they might actually be caught in a trap. which was set up by the inhabitants of the site who are out to start a gruesome massacre. I found this to be a great film with a lot of violence and blood around.",6,0,1,9 October 2009
The Orphanage," Excellent Spanish horror film....
","I have just watched the horror film (El Orfanto) The Orphanage this evening and i found it to be an excellent Spanish horror film. It is about a woman called Laura who was a former orphan who raises her adopted son Simón with her husband Carlos in an old house and former orphanage where Laura was raised. Simón tells Laura that he has five invisible friends, but she believes that they are all in his imagination. Laura decides to reopen an orphanage for handicapped children in the location where she used to live. During the opening party, for the children to welcome them to the house. Simón calls her to show her the cabin where his friend Thomas is. Then she sees a masked boy and Simón vanishes. Laura feels the presence of other persons in the house and months later, Laura invites a team of parapsychologists to the house to try to find out what is happening. I thought that this was an excellent horror film with stunning scenery, and i thought that it was one of the best foreign films that i have seen for a long time. 8/10",8,1,2,25 November 2009
The Exorcist," A horror masterpiece...
","I think that The Exorcist is The scariest movie of all time, and the best horror film ever made. it is about, an Actress in Georgetown Washington, D.C., Chris lives with her twelve-year-old daughter Regan (Linda Blair), her personal assistant Sharon (Kitty Wynn), and two housekeepers. There are mysterious sounds coming from the attic of the house, which Chris thinks could be rats. Regan slowly begins to exhibit strange behaviour, undergoing behavioural changes much like depression and anxiety. She turns up in Chris's bed one night, complaining that her own bed was 'shaking'.The strange happenings in the McNeil house begin to increase. Regan says that she has been playing with a Ouija board and claims that she has the ability to communicate with a spiritual entity all by herself. A nearby Catholic church is desecrated, a statue of the Virgin Mary painted. Chris her mother sees dramatic and dangerous changes in the behaviour and physical make-up of her 12-year-old daughter. Regan has brutally changed both in the way she looks and the way she acts, with violent outbursts on everyone who comes in contact into contact with her. Her worried mother gets in contact with a priest called Father Karras who comes to the conclusion that maybe Regan is possessed. At the same time Father Karras, a priest and a psychiatrist,is losing his faith, and he has deal with a sick mother who needs medical care he hasn't the money to provide for her.Meanwhile, Father Karras's mother falls ill and, due to a lack of money, she is placed in a old hospital to a ward full of mental patients. Father Karras is distraught when he visits her and she seems to blame him for her situation. Later, she dies under these conditions. The church calls in Father Merrin to perform the exorcism, with Karras When Merrin arrives at the McNeil house, Regan bellows his name from upstairs, as if she knows him, and she makes strange animal sounds. He warns Karras about talking with the demon. When they enter Regan's bedroom, she begins speaking with a string of obscene words. Merrin and Karras recite the ritual of exorcism and Regan creates strange phenomena such as levitation, telekinesis, an abnormally long tongue, and strange vomiting. She constantly curses the priests and laughes evil laughter and verbal abuse. I have watched this film quite a few times now. And it is just as good as the first time.",10,1,2,8 October 2009
Saw III," Better than the first two Saw films....
","I thought that Saw 3 was better than the first two films. A 30 year old doctor called Lynn Denlon is kidnapped and locked in a room with no one other than Amanda and Jigsaw. The cancer ridden Jigsaw who is on the verge of death, tells Lynn that she must keep Jigsaw alive for as long as it takes Jeff to complete one of his own games. Lynn must race against the clock of Jigsaw's own heart. After escaping the cops, psychopathic killer Jigsaw turns an abandoned warehouse on the edge of town into a gruesome torture chamber. Jigsaw's new friend Amanda, kidnaps Dr. Lynn Denlon, who is forced to keep him alive. life, Jigsaw begins to carry out his gruesome plans for the lady doctor and another victim. against the ticking clock of Jigsaw. Lynn struggles to make it through each of their vicious tests, unaware that Jigsaw and Amanda have a much bigger plan for both of them. The thought that this film was great in the end.",7,0,1,17 October 2009
The Evil Dead," One of the best horrors ever made....
","I Love the film The Evil Dead, Directed by Sam Raimi It is about Five friends who go to a cabin in the woods for a vacation. They discover The Book of the Dead and a tape recorder belonging to a professor, who also owns the cabin. One of them plays back what is recorded on the tape what happens to be resurrection passages translated from the (Book of the Dead) by the professor, where it unleashes an evil force in the woods. where one of the girls in the start of the film is raped by the trees. Each of the friends become possessed by one and find out from the tape that the only way to kill a person who is turned possessed is by completely dismembering their entire body. This film was one of the strongest video nasties that were banned in the UK in the 1980's",Null,0,1,8 October 2009
